"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename"
"ENSG00000142188|TMEM50B",14.4476371810838,-7.30785399208247,4.78846054686758,-1.52613849911805,0.126975375891633,0.982030600945242,"TMEM50B","transmembrane protein 50B"
"ENSG00000142166|IFNAR1",125.66351925015,0.253874393029504,0.323481606330366,0.78481863593266,0.432559912024977,0.993529997146041,"IFNAR1","interferon alpha and beta receptor subunit 1"
"ENSG00000224598|RPS5P2",1809.69107577471,-0.270078920005467,0.357755622634582,-0.754925717215996,0.45029355411042,0.993529997146041,"RPS5P2","RPS5 pseudogene 2"
"ENSG00000159131|GART",5.01605508005292,-2.01423918447553,1.64955772331278,-1.22107832663798,0.222056364870363,0.993529997146041,"GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
"ENSG00000159140|SON",993.311469331732,0.27019769236412,0.242615218566917,1.11368814355558,0.265412997512147,0.993529997146041,"SON","SON DNA and RNA binding protein"
"ENSG00000205726|ITSN1",9.9009878194035,-2.5056294993837,2.0340904587761,-1.23181812715022,0.218017030339263,0.993529997146041,"ITSN1","intersectin 1"
"ENSG00000237945|LINC00649",294.780495764212,0.176130787247242,0.357869996247763,0.492164163226755,0.622603296286586,0.993529997146041,"LINC00649","long intergenic non-protein coding RNA 649"
"ENSG00000233956|BTF3P6",35.9053287628963,-0.307221244699911,0.535800357067208,-0.573387532590567,0.566382329927323,0.993529997146041,"BTF3P6","basic transcription factor 3 pseudogene 6"
"ENSG00000244294|RN7SL740P",3.85561335167694,-0.327911201990976,1.53219266357691,-0.21401434022368,0.830535874372687,0.993529997146041,"RN7SL740P","RNA, 7SL, cytoplasmic 740, pseudogene"
"ENSG00000185917|SETD4",30.4197862431129,-1.27460257742109,4.18571946700036,-0.30451218421824,0.760737711569191,0.993529997146041,"SETD4","SET domain containing 4"
"ENSG00000159228|CBR1",118.770488107538,-0.5134025678641,0.562974371999409,-0.911946606096376,0.361796825653571,0.993529997146041,"CBR1","carbonyl reductase 1"
"ENSG00000189089|RIMKLBP1",63.7391476850491,-0.20884778371948,0.44052682876522,-0.474086412182596,0.635438287697075,0.993529997146041,"RIMKLBP1",NA
"ENSG00000214914|RPL23AP3",122.738719771869,-0.317448834007223,0.505745254364977,-0.627685245224531,0.53021015292487,0.993529997146041,"RPL23AP3","ribosomal protein L23a pseudogene 3"
"ENSG00000226054|MEMO1P1",607.451653000335,-0.275960083434507,0.222565084639349,-1.23990734612161,0.215009666430552,0.993529997146041,"MEMO1P1",NA
"ENSG00000180509|KCNE1",7.84188467770931,-0.133264711799726,1.30390114688328,-0.102204612763989,0.918594266475135,0.993529997146041,"KCNE1","potassium voltage-gated channel subfamily E regulatory subunit 1"
"ENSG00000159200|RCAN1",49.0786832453635,0.158456058421703,0.634712703845603,0.249650050269433,0.802857989273871,0.993529997146041,"RCAN1","regulator of calcineurin 1"
