transcript_id,SRR13953391,SRR13953392,SRR13953401,SRR13953402
ENST00000434859,0,0,0,0
ENST00000567517,18,9,49,15
ENST00000352957,0,0,0,0
ENST00000307301,0,0,0,0
ENST00000419219,0,0,0,0
ENST00000409758,0,0,0,0
ENST00000667825,0,0,0,0
ENST00000656005,0,0,0,0
ENST00000410986,0,0,0,0
ENST00000672784,0,0,0,0
ENST00000624405,0,0,0,0
ENST00000425147,16488,19505,19388,13792
ENST00000480456,0,1,2,1
ENST00000312957,0,0,0,0
ENST00000420965,0,0,0,0
ENST00000659278,0,0,0,0
ENST00000460679,0,0,0,0
ENST00000492962,0,0,0,0
ENST00000477351,0,0,0,0
ENST00000471689,0,0,0,0
ENST00000400099,0,0,0,0
ENST00000400094,0,0,0,0
ENST00000457143,0,0,0,0
ENST00000400090,0,0,0,0
ENST00000400087,0,0,0,0
ENST00000400093,0,0,0,0
ENST00000284971,0,0,0,0
ENST00000486002,0,0,0,0
ENST00000354828,0,0,0,0
ENST00000400075,0,0,0,0
ENST00000487266,0,0,0,0
ENST00000400532,2,0,0,0
ENST00000450769,12,17,17,7
ENST00000436405,106,119,199,78
ENST00000429340,0,0,0,0
ENST00000452460,0,0,0,0
ENST00000421771,0,0,0,0
ENST00000414486,0,0,0,0
ENST00000357401,0,0,0,0
ENST00000444306,0,0,0,0
ENST00000608410,0,0,0,0
ENST00000299340,0,0,0,0
ENST00000400043,0,0,0,0
ENST00000652641,4,1,6,7
ENST00000426771,0,0,0,0
ENST00000284987,0,0,0,0
ENST00000652031,0,0,0,0
ENST00000584048,0,0,0,0
ENST00000284984,0,0,0,0
ENST00000517777,0,0,0,0
ENST00000678221,0,0,0,0
ENST00000676955,0,0,0,0
ENST00000677958,0,0,0,0
ENST00000451462,0,0,0,0
ENST00000679152,0,0,0,0
ENST00000679316,0,0,0,0
ENST00000492656,0,0,0,0
ENST00000464589,11,9,20,10
ENST00000429271,8375,13948,5629,13126
ENST00000707132,0,0,0,0
ENST00000707133,0,0,0,0
ENST00000354192,0,0,0,0
ENST00000348990,0,0,0,0
ENST00000357903,0,0,0,0
ENST00000359726,0,0,0,0
ENST00000707134,0,0,0,0
ENST00000440126,0,0,0,0
ENST00000439274,0,0,0,0
ENST00000464867,0,0,0,0
ENST00000358918,0,0,0,0
ENST00000617755,0,0,0,0
ENST00000456904,0,0,0,0
ENST00000596385,0,0,0,0
ENST00000599572,0,0,0,0
ENST00000597894,0,0,0,0
ENST00000596669,0,2,0,0
ENST00000667606,0,0,0,0
ENST00000516163,0,0,0,0
ENST00000448850,0,0,0,0
ENST00000415997,0,0,0,0
ENST00000491395,0,0,0,0
ENST00000463070,0,0,0,0
ENST00000548570,0,0,0,0
ENST00000462267,0,0,0,0
ENST00000466453,0,0,0,0
ENST00000455275,0,0,0,0
ENST00000608591,0,0,0,0
ENST00000609365,0,0,0,0
ENST00000664668,0,0,0,0
ENST00000384075,0,0,0,0
ENST00000346798,316,390,196,240
ENST00000600590,7,7,1,2
ENST00000474136,6,1,4,5
ENST00000426534,0,0,0,0
ENST00000458316,0,0,0,0
ENST00000657256,0,0,0,0
ENST00000631186,0,0,0,0
ENST00000423808,0,0,0,0
ENST00000616647,0,0,0,0
ENST00000436878,0,0,0,0
ENST00000453420,0,0,0,0
ENST00000609782,0,0,0,0
ENST00000433303,0,0,0,0
ENST00000662491,0,0,0,0
ENST00000437194,0,0,0,0
ENST00000659279,0,0,0,0
ENST00000433310,0,0,0,0
ENST00000654020,0,0,0,0
ENST00000430247,0,0,0,0
ENST00000412526,0,0,0,2
ENST00000455939,0,0,0,0
ENST00000452028,0,0,0,0
ENST00000657148,80,45,33,60
ENST00000303775,0,0,0,0
ENST00000351429,0,0,0,0
ENST00000460212,0,0,0,0
ENST00000447985,0,0,0,0
ENST00000361371,0,0,0,0
ENST00000389194,0,0,0,0
ENST00000614971,0,0,0,0
ENST00000486427,0,0,0,0
ENST00000475344,0,0,0,0
ENST00000389195,0,0,0,0
ENST00000483326,0,0,0,0
ENST00000400014,0,0,0,0
