transcript_id,SRR13953391,SRR13953392,SRR13953401,SRR13953402
ENST00000466746,0,0,0,0
ENST00000481411,0,0,0,0
ENST00000471269,0,0,0,0
ENST00000493196,20,0,0,0
ENST00000496779,0,0,0,0
ENST00000419845,0,0,0,0
ENST00000492930,0,0,0,0
ENST00000341618,0,0,0,0
ENST00000399934,0,0,0,0
ENST00000399935,0,0,0,0
ENST00000399947,0,0,0,0
ENST00000339024,0,0,0,0
ENST00000545939,0,0,0,0
ENST00000460883,0,0,0,0
ENST00000412942,0,0,0,0
ENST00000399926,0,0,0,0
ENST00000399928,0,0,0,0
ENST00000399925,0,0,0,0
ENST00000451489,0,0,0,0
ENST00000470800,0,0,0,0
ENST00000710354,220,503,267,0
ENST00000365114,1,0,0,0
ENST00000432178,0,0,0,0
ENST00000540844,0,0,0,0
ENST00000496121,0,0,0,0
ENST00000470450,0,0,0,0
ENST00000286788,0,0,0,0
ENST00000626972,0,0,0,0
ENST00000457162,0,0,0,0
ENST00000480359,0,0,0,0
ENST00000475205,0,0,0,0
ENST00000431234,0,0,0,0
ENST00000651960,0,0,0,0
ENST00000484403,0,0,0,0
ENST00000481059,0,0,0,0
ENST00000494296,0,0,0,0
ENST00000447125,0,0,0,0
ENST00000420364,0,0,0,0
ENST00000431661,0,0,0,0
ENST00000548219,0,0,0,0
ENST00000546469,0,0,0,0
ENST00000547141,0,0,0,0
ENST00000450472,0,0,0,0
ENST00000286800,0,0,0,0
ENST00000399921,0,0,0,0
ENST00000548467,0,0,0,0
ENST00000451655,0,0,0,0
ENST00000447177,0,0,0,0
ENST00000435072,0,0,0,0
ENST00000422809,0,0,0,0
ENST00000468059,0,0,0,0
ENST00000504298,0,0,0,0
ENST00000609910,0,0,0,0
ENST00000449923,0,0,0,0
ENST00000615718,0,0,0,0
ENST00000626681,0,0,0,0
ENST00000608072,0,0,0,0
ENST00000436529,0,0,0,0
ENST00000429843,0,0,0,0
ENST00000389125,0,0,0,0
ENST00000399913,0,0,0,0
ENST00000327783,0,0,0,0
ENST00000399914,0,0,0,0
ENST00000389124,0,0,0,0
ENST00000399907,0,0,0,0
ENST00000399909,0,0,0,0
ENST00000462262,0,0,0,0
ENST00000472429,0,0,0,0
ENST00000608759,0,0,0,0
ENST00000455392,0,0,0,0
ENST00000309331,0,0,0,0
ENST00000423221,0,0,0,0
ENST00000658460,0,0,0,0
ENST00000412579,0,0,0,0
ENST00000413131,0,0,0,0
ENST00000550131,8,12,0,0
ENST00000658262,14,4,11,8
ENST00000393804,73,88,112,51
ENST00000449339,0,0,0,0
ENST00000389995,0,0,0,0
ENST00000476106,0,0,0,139
ENST00000270142,0,0,0,0
ENST00000470944,0,0,0,0
ENST00000458922,0,0,0,2
ENST00000609934,0,0,0,0
ENST00000458495,19,10,8,11
ENST00000286835,0,0,0,0
ENST00000399804,0,0,0,0
ENST00000434667,0,0,0,0
ENST00000467731,0,0,0,0
ENST00000472318,0,0,0,0
ENST00000485790,0,0,0,0
ENST00000445197,0,0,0,0
ENST00000286827,0,0,0,0
ENST00000423206,0,0,0,0
ENST00000541036,0,0,0,0
ENST00000698169,0,0,0,0
ENST00000636887,0,0,0,0
ENST00000455508,0,0,0,0
ENST00000491927,0,0,0,0
ENST00000469412,0,0,0,0
ENST00000653041,0,0,0,0
ENST00000433071,0,0,0,0
ENST00000490865,80,63,115,70
ENST00000565959,6,1,5,5
ENST00000420186,0,0,0,0
ENST00000656258,0,0,0,0
ENST00000666822,0,0,0,0
ENST00000447384,0,0,0,0
ENST00000420241,2569,2229,3364,1601
ENST00000447844,7335,7475,7349,5484
ENST00000534991,7,15,16,11
ENST00000399784,0,0,0,0
ENST00000497833,0,0,0,0
ENST00000303645,0,0,0,0
ENST00000339944,0,0,0,0
ENST00000450936,0,0,0,0
ENST00000382751,0,0,0,0
ENST00000480196,0,0,0,0
ENST00000492603,0,0,0,0
ENST00000363922,2,0,0,0
ENST00000290130,0,0,0,0
ENST00000486363,0,0,0,0
ENST00000453549,0,0,0,0
ENST00000673740,0,0,0,0
ENST00000469079,0,0,0,0
ENST00000459833,0,0,0,0
ENST00000435323,0,0,0,0
ENST00000437338,0,0,0,0
ENST00000457807,0,0,0,0
ENST00000401402,0,0,0,0
ENST00000382699,0,0,0,0
ENST00000300255,0,0,0,0
ENST00000481638,0,0,0,0
ENST00000412833,0,0,0,0
ENST00000464037,0,0,0,0
ENST00000496615,0,0,0,0
ENST00000485488,0,0,0,0
ENST00000674122,0,0,0,0
ENST00000674072,0,0,0,0
ENST00000673907,0,0,0,0
ENST00000674032,0,0,0,0
ENST00000673633,0,0,0,0
ENST00000673979,0,0,0,0
ENST00000673722,0,0,0,0
ENST00000673667,0,0,0,0
ENST00000674123,0,0,0,0
ENST00000673984,0,0,0,0
ENST00000673787,0,0,0,0
ENST00000674042,0,0,0,0
ENST00000517141,0,0,0,0
ENST00000674141,0,0,0,0
ENST00000673879,0,0,0,0
ENST00000673799,0,0,0,0
ENST00000673985,0,0,0,0
ENST00000673900,0,0,0,0
ENST00000673727,0,0,0,0
ENST00000674055,0,0,0,0
ENST00000673694,0,0,0,0
ENST00000334165,0,0,0,0
ENST00000673072,0,0,0,0
ENST00000300258,0,0,0,0
ENST00000673672,0,0,0,0
ENST00000673807,0,0,0,0
ENST00000673945,0,0,0,0
ENST00000491828,0,0,0,0
ENST00000673776,0,0,0,0
ENST00000673793,0,0,0,0
ENST00000674156,0,0,0,0
ENST00000472557,0,0,0,0
ENST00000582575,0,0,0,0
ENST00000673699,0,0,0,0
ENST00000553001,0,0,0,0
ENST00000431216,0,0,0,0
ENST00000673870,0,0,0,0
ENST00000431599,0,0,0,0
ENST00000290155,0,0,0,27
ENST00000440966,0,0,0,0
ENST00000382549,0,0,0,0
ENST00000425336,0,0,0,0
ENST00000300260,0,0,0,0
ENST00000483315,0,0,0,0
ENST00000458138,0,0,0,0
ENST00000448649,278,280,494,162
ENST00000516236,2,0,1,0
ENST00000674025,45,0,0,12
ENST00000451980,0,0,0,0
ENST00000637328,0,0,0,0
ENST00000357345,0,0,0,0
ENST00000382491,0,0,0,0
ENST00000382499,0,0,0,0
ENST00000433931,0,0,0,0
ENST00000438952,0,0,0,0
ENST00000630077,0,0,0,0
ENST00000674204,0,0,0,0
ENST00000674308,0,0,0,0
ENST00000674351,0,0,0,0
ENST00000418301,0,0,0,0
ENST00000467445,0,0,0,0
ENST00000464778,0,0,0,0
ENST00000429236,0,0,0,0
ENST00000456084,0,0,0,0
ENST00000683941,0,0,0,0
ENST00000382264,0,0,0,0
ENST00000646150,0,0,0,0
ENST00000682009,0,0,0,0
ENST00000342136,0,0,0,0
ENST00000404220,0,0,0,0
ENST00000420068,0,0,0,0
ENST00000700429,0,0,0,0
ENST00000433395,0,0,0,0
ENST00000342101,0,0,0,0
ENST00000382238,0,0,0,0
ENST00000413881,0,0,0,0
ENST00000443073,0,0,0,0
ENST00000447980,0,0,0,0
ENST00000682044,0,0,0,0
ENST00000432231,0,0,0,0
ENST00000417007,0,0,0,0
ENST00000290200,0,0,0,0
ENST00000422891,0,0,0,0
ENST00000637650,0,0,0,0
ENST00000696764,0,844,0,0
ENST00000493295,0,0,0,0
ENST00000498371,0,0,0,0
ENST00000696765,0,0,0,0
ENST00000451065,0,0,0,0
ENST00000683116,236,0,0,0
ENST00000700427,674,619,1282,0
ENST00000411998,27,44,0,30
ENST00000609556,485,0,0,0
ENST00000701889,1,0,0,0
ENST00000382375,0,0,0,0
ENST00000382377,0,0,0,0
ENST00000655231,0,0,0,0
ENST00000612326,0,0,0,0
ENST00000454365,0,0,0,0
ENST00000701283,0,0,0,0
ENST00000701622,0,0,0,0
ENST00000700822,0,0,0,0
ENST00000661254,0,0,0,0
ENST00000666106,0,0,0,0
ENST00000491756,0,0,0,0
ENST00000477513,0,0,0,0
ENST00000650763,0,0,0,0
ENST00000624800,0,0,0,0
ENST00000490358,0,0,0,0
ENST00000487113,0,0,0,0
ENST00000382373,0,0,0,0
ENST00000444036,0,1,1,2
ENST00000427911,0,0,0,0
ENST00000663888,0,0,0,0
ENST00000424837,0,0,0,0
ENST00000430860,0,0,0,0
ENST00000382357,0,0,0,0
ENST00000453716,0,0,0,0
ENST00000426947,0,0,0,0
ENST00000498799,0,0,0,0
ENST00000382378,3,0,0,0
ENST00000669746,12,0,5,8
ENST00000479548,43,45,33,41
ENST00000384370,873,739,981,963
ENST00000454622,1,0,0,0
ENST00000333337,5,3,5,0
ENST00000382348,142,159,351,123
ENST00000655379,0,0,0,0
ENST00000654247,0,0,0,0
ENST00000655758,0,0,0,0
ENST00000665120,0,0,0,0
ENST00000662524,0,0,0,0
ENST00000665654,0,0,0,0
ENST00000458479,0,0,0,0
ENST00000440052,0,0,0,0
ENST00000660366,0,0,0,0
ENST00000653345,0,0,0,0
ENST00000653730,0,0,0,0
ENST00000655910,0,0,0,0
ENST00000455170,0,0,0,0
ENST00000331923,0,0,0,0
ENST00000466846,0,0,0,0
ENST00000443785,0,0,0,0
ENST00000497873,0,0,0,0
ENST00000665598,0,0,0,0
ENST00000290178,0,0,0,0
ENST00000445049,0,0,0,0
ENST00000421049,0,0,0,0
ENST00000472588,0,0,0,0
ENST00000464256,0,0,0,0
ENST00000691027,28,14,14,20
ENST00000414617,19,33,33,18
ENST00000381947,0,0,0,0
ENST00000314399,0,0,0,0
ENST00000402202,0,0,0,0
ENST00000290219,0,0,0,0
ENST00000439213,0,0,0,0
ENST00000381995,0,0,0,0
ENST00000545369,0,0,0,0
ENST00000405436,0,0,0,0
ENST00000696724,0,0,0,0
ENST00000421802,0,0,0,0
ENST00000484377,0,0,0,0
ENST00000470682,0,0,0,0
ENST00000468874,0,0,0,0
ENST00000542230,0,0,0,0
ENST00000441128,0,0,0,0
ENST00000442441,0,0,0,0
ENST00000474272,0,0,0,0
ENST00000432504,0,0,0,0
ENST00000459909,0,0,0,0
ENST00000420455,63,0,0,0
ENST00000687762,0,0,0,0
ENST00000700080,0,0,2,0
ENST00000652450,0,0,0,0
ENST00000700084,0,0,0,0
ENST00000703778,0,0,0,0
ENST00000652654,0,0,0,0
ENST00000703515,0,0,0,0
ENST00000703556,0,0,0,0
ENST00000700045,0,0,0,0
ENST00000703557,0,0,0,0
ENST00000652513,0,0,0,0
ENST00000700301,0,0,0,0
ENST00000703565,0,0,0,0
ENST00000703514,0,0,0,0
ENST00000703562,0,0,0,0
ENST00000703561,0,0,0,0
ENST00000442071,0,0,0,0
ENST00000700046,0,0,0,0
ENST00000703563,0,0,0,0
ENST00000270139,0,0,0,0
ENST00000652601,0,0,0,0
ENST00000703516,0,0,0,0
ENST00000703779,0,0,0,0
ENST00000651609,0,0,0,0
ENST00000703564,0,0,0,0
ENST00000451645,0,0,0,0
ENST00000700086,0,0,0,0
ENST00000700087,10,13,13,7
ENST00000700099,6,4,4,8
ENST00000703776,80,42,100,76
ENST00000700085,40,39,38,30
ENST00000481710,0,0,0,0
ENST00000399299,0,0,0,0
ENST00000399292,0,0,0,0
ENST00000489469,0,0,0,0
ENST00000495363,0,0,0,0
ENST00000474455,0,0,0,0
ENST00000399295,0,0,0,0
ENST00000652570,0,0,0,0
ENST00000410005,0,0,0,0
ENST00000608665,0,0,0,0
ENST00000488492,0,0,0,0
ENST00000477091,0,0,0,0
ENST00000381151,0,0,0,0
ENST00000399312,0,0,0,0
ENST00000362077,0,0,0,0
ENST00000483977,0,0,0,0
ENST00000482679,0,0,0,0
ENST00000630751,0,0,0,0
ENST00000430922,0,0,0,0
ENST00000428914,0,0,0,0
ENST00000609062,0,0,0,0
ENST00000609947,0,0,0,0
ENST00000416145,0,0,0,0
ENST00000419881,0,0,0,0
ENST00000652428,0,0,0,0
ENST00000619549,0,0,0,0
ENST00000427022,0,0,0,0
ENST00000440403,0,0,0,0
ENST00000290310,0,0,0,0
ENST00000415238,1633,2313,1971,1389
ENST00000608289,2,1,0,1
ENST00000420877,0,0,0,0
ENST00000419921,0,0,0,0
ENST00000652751,0,0,0,0
ENST00000349499,0,0,0,0
ENST00000360731,0,0,0,0
ENST00000381831,0,0,0,0
ENST00000381839,0,0,0,0
ENST00000381815,0,0,0,0
ENST00000482663,0,0,0,0
ENST00000487155,0,0,0,0
ENST00000460305,0,0,0,0
ENST00000467575,0,0,0,0
ENST00000466882,0,0,0,0
ENST00000497313,0,0,0,0
ENST00000430874,0,0,0,0
ENST00000426819,0,0,0,0
ENST00000476524,0,0,0,0
ENST00000488791,0,0,0,0
ENST00000438059,0,0,0,0
ENST00000441403,0,0,0,0
ENST00000356577,0,0,0,0
ENST00000704334,0,0,0,0
ENST00000475072,0,0,0,0
ENST00000381692,0,0,0,0
ENST00000695559,0,0,0,0
ENST00000300278,0,0,0,0
ENST00000381679,0,0,0,0
ENST00000492229,0,0,0,0
ENST00000290239,0,0,0,0
ENST00000436227,0,0,0,0
ENST00000421541,0,0,0,0
ENST00000439593,0,0,0,0
ENST00000429093,0,0,0,0
ENST00000474355,0,0,1325,0
ENST00000457208,0,0,0,0
ENST00000467616,0,0,0,0
ENST00000484294,0,0,0,0
ENST00000473102,0,0,0,0
ENST00000470533,0,0,0,0
ENST00000478183,0,0,0,0
ENST00000465834,0,0,0,0
ENST00000477419,0,0,0,0
ENST00000491794,0,0,0,0
ENST00000303113,0,0,0,0
ENST00000453626,0,0,0,0
ENST00000303071,0,0,0,0
ENST00000457359,0,0,0,0
ENST00000417871,0,0,0,0
ENST00000460557,0,0,0,0
ENST00000442660,0,0,0,0
ENST00000444517,0,0,0,0
ENST00000437395,0,0,0,0
ENST00000432378,0,0,0,0
ENST00000440810,0,0,0,0
ENST00000462566,0,0,0,0
ENST00000429238,0,0,0,0
ENST00000381554,0,0,0,0
ENST00000290244,0,0,0,0
ENST00000468349,0,0,0,0
ENST00000381540,0,0,0,0
ENST00000452420,0,0,0,0
ENST00000441940,0,0,0,0
ENST00000480893,0,0,0,0
ENST00000445393,0,0,0,0
ENST00000437996,0,0,0,0
ENST00000361534,0,0,0,0
ENST00000429827,0,0,0,0
ENST00000420072,0,0,0,0
ENST00000440526,0,0,0,0
ENST00000479964,0,0,0,0
ENST00000414079,0,0,0,0
ENST00000426935,0,0,0,0
ENST00000431177,0,0,0,0
ENST00000488167,0,0,0,0
ENST00000417979,0,0,0,0
ENST00000490714,0,0,0,0
ENST00000413017,0,0,0,0
ENST00000438788,0,0,0,0
ENST00000399353,0,0,0,0
ENST00000444491,0,0,0,0
ENST00000470742,0,0,0,0
ENST00000381291,0,0,0,0
ENST00000381285,0,0,0,0
ENST00000399367,0,0,0,0
ENST00000399352,0,0,0,0
ENST00000399355,0,0,0,0
ENST00000399349,0,0,0,0
ENST00000381318,0,0,0,0
ENST00000451686,0,0,0,0
ENST00000381283,0,0,0,0
ENST00000399338,0,0,0,0
ENST00000456489,0,0,0,0
ENST00000379960,0,0,0,0
ENST00000474132,0,0,0,0
ENST00000419241,0,0,0,0
ENST00000440794,0,0,0,0
ENST00000465143,0,0,0,0
ENST00000487427,0,0,0,0
ENST00000437126,0,0,0,0
ENST00000428240,0,0,0,0
ENST00000462212,0,0,0,0
ENST00000472548,0,0,0,0
ENST00000479424,0,0,0,0
ENST00000475422,0,0,0,0
ENST00000489261,0,0,0,0
ENST00000495656,0,0,0,0
ENST00000381284,0,0,0,0
ENST00000420666,0,0,0,0
ENST00000415023,0,0,0,0
ENST00000431254,0,0,0,0
ENST00000491703,0,0,0,0
ENST00000290299,0,0,0,0
ENST00000652380,0,0,0,0
ENST00000417181,0,0,0,0
ENST00000418933,0,0,0,0
ENST00000429064,0,0,0,0
ENST00000495005,0,0,0,0
ENST00000484627,0,0,0,0
ENST00000496044,0,0,0,0
ENST00000487374,0,0,0,0
ENST00000596365,0,0,0,0
ENST00000597626,0,0,0,0
ENST00000616030,0,0,0,0
ENST00000610236,0,0,0,0
ENST00000601471,0,0,0,0
ENST00000599421,0,0,0,0
ENST00000400353,0,0,0,0
ENST00000622171,0,0,0,0
ENST00000628906,0,0,0,0
ENST00000594752,0,0,0,0
ENST00000594370,0,0,0,0
ENST00000595747,0,0,0,0
ENST00000608431,0,0,0,0
ENST00000593977,0,0,0,0
ENST00000600155,0,0,0,0
ENST00000701334,0,0,0,0
ENST00000381181,0,0,0,0
ENST00000620580,0,0,0,0
ENST00000613667,0,0,0,0
ENST00000607953,0,0,0,0
ENST00000609132,0,0,0,0
ENST00000424203,7,0,0,0
ENST00000448054,39,41,36,29
ENST00000361093,5,1,0,0
ENST00000366093,2,2,2,2
ENST00000455528,850,961,0,905
ENST00000399442,7,0,0,0
ENST00000488166,16,18,7,0
ENST00000467060,7,2,4,3
ENST00000427447,361,209,380,262
ENST00000344691,0,0,0,0
ENST00000437180,0,0,0,0
ENST00000675419,0,0,0,0
ENST00000300305,0,0,0,0
ENST00000482318,0,0,0,0
ENST00000399240,0,0,0,0
ENST00000479325,0,0,0,0
ENST00000358356,0,0,0,0
ENST00000469087,0,0,0,0
ENST00000399237,0,0,0,0
ENST00000651798,0,0,0,0
ENST00000701892,0,0,0,0
ENST00000467577,0,0,0,0
ENST00000455571,0,0,0,0
ENST00000475045,0,0,0,0
ENST00000416754,0,0,0,0
ENST00000468726,0,0,0,0
ENST00000455028,0,0,0,0
ENST00000467692,0,0,0,0
ENST00000494829,0,0,0,0
ENST00000421454,0,0,0,0
ENST00000431167,0,0,0,0
ENST00000412240,0,0,0,0
ENST00000390235,0,0,0,0
ENST00000440405,0,0,2,0
ENST00000434853,2,2,3,2
ENST00000460207,1,0,0,0
ENST00000399215,0,81,43,0
ENST00000481477,0,0,0,0
ENST00000332131,0,0,0,0
ENST00000399212,0,0,0,0
ENST00000487297,0,0,0,0
ENST00000469482,0,0,0,0
ENST00000399205,0,0,0,0
ENST00000399208,0,0,0,0
ENST00000399201,0,0,0,0
ENST00000399207,0,0,0,0
ENST00000424303,0,0,0,0
ENST00000429161,0,0,0,0
ENST00000485865,0,0,0,0
ENST00000446166,0,0,0,0
ENST00000442559,0,0,0,0
ENST00000460704,0,0,0,0
ENST00000443703,0,0,0,0
ENST00000436303,0,0,0,0
ENST00000363343,0,0,0,0
ENST00000535199,0,0,0,0
ENST00000466328,0,0,0,0
ENST00000530908,0,0,0,0
ENST00000290349,0,0,0,0
ENST00000399191,0,0,0,0
ENST00000415147,0,0,0,0
ENST00000445464,0,0,0,0
ENST00000422473,0,0,0,0
ENST00000685204,0,0,0,0
ENST00000408914,67,71,78,45
ENST00000439427,190,99,143,65
ENST00000692721,1,1,0,1
ENST00000453844,134,141,166,68
ENST00000452572,655,687,690,444
ENST00000432085,0,0,0,0
ENST00000621601,0,0,0,0
ENST00000611936,0,0,0,0
ENST00000337385,0,0,0,0
ENST00000399289,0,0,0,0
ENST00000399286,0,0,0,0
ENST00000416357,0,0,0,0
ENST00000399284,0,0,0,0
ENST00000408471,0,0,0,0
ENST00000683564,0,0,0,0
ENST00000684616,0,0,0,0
ENST00000684073,0,0,0,0
ENST00000684327,0,0,0,0
ENST00000683028,0,0,0,0
ENST00000684541,0,0,0,0
ENST00000684114,0,0,0,0
ENST00000682732,0,0,0,0
ENST00000487434,0,0,0,0
ENST00000620920,0,0,0,0
ENST00000381135,0,0,0,0
ENST00000443408,0,0,0,0
ENST00000481448,0,0,0,0
ENST00000381132,0,0,0,0
ENST00000487990,0,0,0,0
ENST00000399272,0,0,0,0
ENST00000489903,0,0,0,0
ENST00000492600,0,0,0,0
ENST00000609325,0,0,0,0
ENST00000463276,0,0,0,0
ENST00000489175,4,12,8,7
ENST00000313806,37,51,75,34
ENST00000482533,3,2,1,0
ENST00000399149,25,33,43,21
ENST00000453159,0,0,0,0
ENST00000655785,0,0,0,0
ENST00000662189,0,0,0,0
ENST00000413862,0,0,0,0
ENST00000656513,0,0,0,0
ENST00000661388,0,0,0,0
ENST00000667457,0,0,0,0
ENST00000654957,0,0,0,0
ENST00000666303,0,0,0,0
ENST00000608641,0,0,0,0
ENST00000608690,0,0,0,0
ENST00000608622,0,0,0,0
ENST00000608632,0,0,0,0
ENST00000609192,0,0,0,0
ENST00000625189,0,0,0,0
ENST00000625079,0,4,0,0
ENST00000623638,0,0,0,0
ENST00000624086,0,0,0,0
ENST00000624883,0,0,0,0
ENST00000623647,0,0,0,0
ENST00000623484,0,0,0,0
ENST00000290354,0,0,0,0
ENST00000427491,0,0,0,0
ENST00000432988,0,0,14,0
ENST00000693273,0,0,0,0
ENST00000691173,0,0,0,0
ENST00000685394,0,0,0,0
ENST00000399151,0,0,0,0
ENST00000492760,0,0,0,0
ENST00000463668,0,0,0,0
ENST00000419943,5151,4384,4197,4022
ENST00000623579,13,5,0,4
ENST00000624080,18,8,16,14
ENST00000437106,3268,4155,4305,2517
ENST00000430607,0,0,0,0
ENST00000290399,0,0,0,0
ENST00000460783,0,0,0,0
ENST00000481185,0,0,0,0
ENST00000431229,0,0,0,0
ENST00000483178,0,0,0,0
ENST00000674895,0,0,0,0
ENST00000612277,0,0,0,0
ENST00000336648,0,0,0,0
ENST00000399120,0,0,0,0
ENST00000675307,0,0,0,0
ENST00000675057,0,0,0,0
ENST00000434195,0,0,0,0
ENST00000362936,0,0,0,0
ENST00000482273,0,0,0,0
ENST00000448340,0,0,0,0
ENST00000427746,0,0,0,0
ENST00000604662,0,0,0,0
ENST00000384685,0,2,2,0
ENST00000653177,48,36,37,17
ENST00000637940,8,16,7,25
ENST00000430068,2,0,1,2
ENST00000400819,502,541,531,316
ENST00000485272,0,0,0,0
ENST00000490393,0,0,0,0
ENST00000329553,0,0,0,0
ENST00000329667,0,0,0,0
ENST00000399102,0,0,0,0
ENST00000399103,0,0,0,0
ENST00000360525,0,0,0,0
ENST00000399098,0,0,0,0
ENST00000479152,0,0,0,0
ENST00000430792,0,0,0,0
ENST00000464265,12,0,0,0
ENST00000608391,0,0,0,0
ENST00000492336,0,0,0,0
ENST00000400485,0,0,0,0
ENST00000487909,0,0,0,0
ENST00000485933,0,0,0,0
ENST00000485299,0,0,0,0
ENST00000484028,0,0,0,0
ENST00000546482,0,0,0,0
ENST00000547657,0,0,0,0
ENST00000549948,0,0,0,0
ENST00000551367,0,0,0,0
ENST00000551788,0,0,0,0
ENST00000552581,0,0,0,0
ENST00000314103,0,42,0,0
ENST00000480486,0,0,0,0
ENST00000444161,0,0,0,0
ENST00000481458,0,0,0,0
ENST00000397184,63,0,20,92
ENST00000581640,0,0,0,0
ENST00000578829,0,0,0,0
ENST00000585273,0,0,0,0
ENST00000584840,0,0,0,0
ENST00000579533,0,0,0,0
ENST00000440629,0,0,0,0
ENST00000497493,0,0,0,0
ENST00000399000,0,0,0,0
ENST00000309117,0,0,0,0
ENST00000399001,0,0,0,0
ENST00000476950,0,0,0,0
ENST00000488368,0,0,0,0
ENST00000398998,0,0,0,0
ENST00000495858,0,0,0,0
ENST00000480452,0,0,0,0
ENST00000475009,0,0,0,0
ENST00000492514,0,0,0,0
ENST00000462467,0,0,0,0
ENST00000498789,0,0,0,0
ENST00000608405,0,0,0,0
ENST00000454482,3,3,3,5
ENST00000663813,0,0,0,0
ENST00000608783,0,0,0,0
ENST00000646523,0,0,0,0
ENST00000647425,0,0,0,0
ENST00000647188,0,0,0,0
ENST00000647504,0,0,0,0
ENST00000644942,0,0,0,0
ENST00000338785,0,0,0,0
ENST00000643624,0,0,0,0
ENST00000643551,0,0,0,0
ENST00000426672,0,0,0,0
ENST00000398960,0,0,0,0
ENST00000455097,0,0,0,0
ENST00000643854,0,0,0,0
ENST00000645424,0,0,0,0
ENST00000642309,0,0,0,0
ENST00000645774,0,0,0,0
ENST00000398956,0,0,0,0
ENST00000462274,0,0,0,0
ENST00000643355,0,0,0,0
ENST00000643808,0,0,0,0
ENST00000644367,0,0,0,0
ENST00000646224,0,0,0,0
ENST00000646351,0,0,0,0
ENST00000646548,289,0,443,0
ENST00000429588,0,0,0,0
ENST00000428667,0,0,0,0
ENST00000454980,0,0,0,0
ENST00000399139,0,0,0,0
ENST00000399137,0,0,0,0
ENST00000399135,0,0,0,0
ENST00000399136,0,0,0,0
ENST00000342108,0,0,0,0
ENST00000433951,0,0,0,0
ENST00000478313,0,0,0,0
ENST00000624669,5,5,4,7
ENST00000667151,0,0,0,0
ENST00000645093,0,0,0,0
ENST00000435001,0,0,0,0
ENST00000691168,0,0,0,0
ENST00000692486,0,0,0,0
ENST00000701898,0,0,0,0
ENST00000701963,0,0,0,0
ENST00000398948,0,0,0,0
ENST00000417138,0,0,0,0
ENST00000328264,0,0,0,0
ENST00000482032,0,0,0,0
ENST00000609713,7,0,0,4
ENST00000492275,0,0,0,0
ENST00000418766,0,0,0,0
ENST00000485402,0,0,0,0
ENST00000438055,0,0,0,0
ENST00000450533,0,0,0,0
ENST00000696811,0,0,0,0
ENST00000696812,0,0,0,0
ENST00000481605,0,0,0,0
ENST00000463216,0,0,0,0
ENST00000494243,0,0,0,0
ENST00000540756,0,0,0,0
ENST00000399010,0,0,0,0
ENST00000411496,0,0,0,0
ENST00000399017,0,0,34,0
ENST00000484047,0,0,0,0
ENST00000354749,0,0,0,0
ENST00000479930,0,0,0,0
ENST00000460328,0,0,0,0
ENST00000491952,0,0,0,0
ENST00000602568,0,0,0,0
ENST00000414818,0,0,0,0
ENST00000487711,0,0,0,0
ENST00000472398,0,0,0,0
ENST00000469939,0,0,0,0
ENST00000424733,0,0,0,0
ENST00000428693,0,0,0,0
ENST00000488522,0,0,0,0
ENST00000476784,25,15,6,27
ENST00000478613,0,0,0,0
ENST00000357704,0,0,0,0
ENST00000400477,0,0,0,0
ENST00000465532,0,0,0,0
ENST00000469658,0,0,0,0
ENST00000495344,0,0,0,0
ENST00000614538,0,0,0,0
ENST00000472602,0,0,0,0
ENST00000549158,0,0,0,0
ENST00000547341,0,0,0,0
ENST00000547595,0,0,0,0
ENST00000548700,0,0,0,0
ENST00000549805,0,0,0,0
ENST00000549932,0,0,0,0
ENST00000551422,0,0,0,0
ENST00000632732,0,0,0,0
ENST00000605450,0,0,0,0
ENST00000432141,0,0,0,0
ENST00000701791,0,0,0,0
ENST00000444977,0,0,0,0
ENST00000423089,0,0,0,0
ENST00000612702,0,0,0,0
ENST00000613499,0,0,0,0
ENST00000398925,0,0,0,0
ENST00000398928,0,0,0,0
ENST00000328656,0,0,0,0
ENST00000443341,0,0,0,0
ENST00000417042,0,0,0,0
ENST00000398938,0,2359,0,0
ENST00000398932,0,0,0,0
ENST00000438657,0,0,0,0
ENST00000398934,0,0,0,0
ENST00000398930,0,0,0,0
ENST00000398927,0,0,0,0
ENST00000419868,0,0,0,0
ENST00000331573,0,0,0,0
ENST00000481921,0,0,0,0
ENST00000411828,0,0,0,0
ENST00000431628,0,0,0,0
ENST00000380900,0,0,0,0
ENST00000333229,0,0,0,0
ENST00000608767,0,0,0,0
ENST00000446924,0,0,0,0
ENST00000380800,0,0,0,0
ENST00000491564,0,0,0,0
ENST00000424441,0,0,0,0
ENST00000473813,0,0,0,0
ENST00000419324,0,0,0,0
ENST00000435608,0,0,0,0
ENST00000438852,0,0,0,0
ENST00000430093,0,0,0,0
ENST00000445245,0,0,0,0
ENST00000445668,0,0,0,0
ENST00000412604,0,0,0,0
ENST00000455867,0,0,0,0
ENST00000496759,0,0,0,0
ENST00000341322,0,0,0,2
ENST00000484090,0,0,0,0
ENST00000603064,0,0,0,0
ENST00000423274,0,0,0,0
ENST00000342449,143,182,243,115
ENST00000470108,4,6,0,4
ENST00000398905,0,0,0,0
ENST00000398907,0,0,0,0
ENST00000398897,0,0,0,0
ENST00000398911,0,0,0,0
ENST00000398910,0,0,0,0
ENST00000417133,0,0,0,0
ENST00000442448,0,0,0,0
ENST00000288319,0,0,0,0
ENST00000453032,0,0,0,0
ENST00000398919,0,0,0,0
ENST00000481609,0,0,0,0
